"rank";"LName";"X";"Y";"Z";"facies";"Porosity";"sel"
"1458";1458;15;585;185;-1025.75;3;0.2;TRUE
"1459";1459;15;585;185;-1026.25;3;0.2;TRUE
"1460";1460;15;585;185;-1026.75;3;0.2;TRUE
"1461";1461;15;585;185;-1027.25;3;0.2;TRUE
"1462";1462;15;585;185;-1027.75;3;0.2;TRUE
"1463";1463;15;585;185;-1028.25;3;0.21;TRUE
"1464";1464;15;585;185;-1028.75;3;0.21;TRUE
"1465";1465;15;585;185;-1029.25;3;0.21;TRUE
"1466";1466;15;585;185;-1029.75;3;0.21;TRUE
"1467";1467;15;585;185;-1030.25;3;0.2;TRUE
"1468";1468;15;585;185;-1030.75;3;0.19;TRUE
"1469";1469;15;585;185;-1031.25;3;0.2;TRUE
"1470";1470;15;585;185;-1031.75;3;0.19;TRUE
"1471";1471;15;585;185;-1032.25;3;0.19;TRUE
"1472";1472;15;585;185;-1032.75;3;0.19;TRUE
"1473";1473;15;585;185;-1033.25;3;0.2;TRUE
"1474";1474;15;585;185;-1033.75;3;0.2;TRUE
"1475";1475;15;585;185;-1034.25;3;0.21;TRUE
"1476";1476;15;585;185;-1034.75;3;0.21;TRUE
"1477";1477;15;585;185;-1035.25;1;0.34;FALSE
"1478";1478;15;585;185;-1035.75;1;0.34;FALSE
"1479";1479;15;585;185;-1036.25;1;0.36;FALSE
"1480";1480;15;585;185;-1036.75;2;0.28;FALSE
"1481";1481;15;585;185;-1037.25;2;0.27;FALSE
"1482";1482;15;585;185;-1037.75;2;0.28;FALSE
"1483";1483;15;585;185;-1038.25;2;0.28;FALSE
"1484";1484;15;585;185;-1038.75;2;0.27;FALSE
"1485";1485;15;585;185;-1039.25;2;0.27;FALSE
"1486";1486;15;585;185;-1039.75;3;0.22;TRUE
"1487";1487;15;585;185;-1040.25;3;0.22;TRUE
"1488";1488;15;585;185;-1040.75;3;0.22;TRUE
"1489";1489;15;585;185;-1041.25;3;0.22;TRUE
"1490";1490;15;585;185;-1041.75;3;0.23;TRUE
"1491";1491;15;585;185;-1042.25;3;0.23;TRUE
"1492";1492;15;585;185;-1042.75;3;0.23;TRUE
"1493";1493;15;585;185;-1043.25;3;0.21;TRUE
"1494";1494;15;585;185;-1043.75;3;0.22;TRUE
"1495";1495;15;585;185;-1044.25;4;0.01;FALSE
"1496";1496;15;585;185;-1044.75;4;0.01;FALSE
"1497";1497;15;585;185;-1045.25;4;0.01;FALSE
"1498";1498;15;585;185;-1045.75;4;0.01;FALSE
"1499";1499;15;585;185;-1046.25;4;0.01;FALSE
"1500";1500;15;585;185;-1046.75;4;0.01;FALSE
"1501";1501;15;585;185;-1047.25;4;0.01;FALSE
"1502";1502;15;585;185;-1047.75;4;0.01;FALSE
"1503";1503;15;585;185;-1048.25;4;0.01;FALSE
"1504";1504;15;585;185;-1048.75;4;0.01;FALSE
"1505";1505;15;585;185;-1049.25;4;0.01;FALSE
"1506";1506;15;585;185;-1049.75;4;0.01;FALSE
"1507";1507;15;585;185;-1050.25;4;0.01;FALSE
"1508";1508;15;585;185;-1050.75;4;0.01;FALSE
"1509";1509;15;585;185;-1051.25;4;0.01;FALSE
"1510";1510;15;585;185;-1051.75;3;0.23;TRUE
"1511";1511;15;585;185;-1052.25;3;0.23;TRUE
"1512";1512;15;585;185;-1052.75;3;0.22;TRUE
"1513";1513;15;585;185;-1053.25;3;0.22;TRUE
"1514";1514;15;585;185;-1053.75;3;0.22;TRUE
"1515";1515;15;585;185;-1054.25;4;0.01;FALSE
"1516";1516;15;585;185;-1054.75;4;0.01;FALSE
"1517";1517;15;585;185;-1055.25;3;0.21;TRUE
"1518";1518;15;585;185;-1055.75;3;0.2;TRUE
"1519";1519;15;585;185;-1056.25;3;0.21;TRUE
"1520";1520;15;585;185;-1056.75;3;0.21;TRUE
"1521";1521;15;585;185;-1057.25;3;0.21;TRUE
"1522";1522;15;585;185;-1057.75;3;0.21;TRUE
"1523";1523;15;585;185;-1058.25;3;0.2;TRUE
"1524";1524;16;585;1125;-1000.25;3;0.2;TRUE
"1525";1525;16;585;1125;-1000.75;3;0.2;TRUE
"1526";1526;16;585;1125;-1001.25;3;0.21;TRUE
"1527";1527;16;585;1125;-1001.75;3;0.21;TRUE
"1528";1528;16;585;1125;-1002.25;3;0.2;TRUE
"1529";1529;16;585;1125;-1002.75;3;0.2;TRUE
"1530";1530;16;585;1125;-1003.25;4;0.01;FALSE
"1531";1531;16;585;1125;-1003.75;4;0.01;FALSE
"1532";1532;16;585;1125;-1004.25;4;0.01;FALSE
"1533";1533;16;585;1125;-1004.75;4;0.01;FALSE
"1534";1534;16;585;1125;-1005.25;3;0.19;TRUE
"1535";1535;16;585;1125;-1005.75;3;0.2;TRUE
"1536";1536;16;585;1125;-1006.25;3;0.2;TRUE
"1537";1537;16;585;1125;-1006.75;3;0.2;TRUE
"1538";1538;16;585;1125;-1007.25;3;0.2;TRUE
"1539";1539;16;585;1125;-1007.75;3;0.2;TRUE
"1540";1540;16;585;1125;-1008.25;3;0.2;TRUE
"1541";1541;16;585;1125;-1008.75;3;0.2;TRUE
"1542";1542;16;585;1125;-1009.25;3;0.21;TRUE
"1543";1543;16;585;1125;-1009.75;2;0.27;FALSE
"1544";1544;16;585;1125;-1010.25;3;0.22;TRUE
"1545";1545;16;585;1125;-1010.75;4;0.01;FALSE
"1546";1546;16;585;1125;-1011.25;3;0.22;TRUE
"1547";1547;16;585;1125;-1011.75;3;0.21;TRUE
"1548";1548;16;585;1125;-1012.25;3;0.21;TRUE
"1549";1549;16;585;1125;-1012.75;3;0.21;TRUE
"1550";1550;16;585;1125;-1013.25;1;0.35;FALSE
"1551";1551;16;585;1125;-1013.75;1;0.33;FALSE
"1552";1552;16;585;1125;-1014.25;1;0.33;FALSE
"1553";1553;16;585;1125;-1014.75;1;0.32;FALSE
"1554";1554;16;585;1125;-1015.25;1;0.3;FALSE
"1555";1555;16;585;1125;-1015.75;1;0.3;FALSE
"1556";1556;16;585;1125;-1016.25;1;0.3;FALSE
"1557";1557;16;585;1125;-1016.75;2;0.29;FALSE
"1558";1558;16;585;1125;-1017.25;3;0.18;TRUE
"1559";1559;16;585;1125;-1017.75;3;0.18;TRUE
"1560";1560;16;585;1125;-1018.25;4;0.01;FALSE
"1561";1561;16;585;1125;-1018.75;4;0.01;FALSE
"1562";1562;16;585;1125;-1019.25;3;0.17;TRUE
"1563";1563;16;585;1125;-1019.75;3;0.17;TRUE
"1564";1564;16;585;1125;-1020.25;2;0.27;FALSE
"1565";1565;16;585;1125;-1020.75;3;0.18;TRUE
"1566";1566;16;585;1125;-1021.25;3;0.19;TRUE
"1567";1567;16;585;1125;-1021.75;3;0.19;TRUE
"1568";1568;16;585;1125;-1022.25;3;0.17;TRUE
"1569";1569;16;585;1125;-1022.75;4;0.01;FALSE
"1570";1570;16;585;1125;-1023.25;4;0.01;FALSE
"1571";1571;16;585;1125;-1023.75;4;0.01;FALSE
"1572";1572;16;585;1125;-1024.25;4;0.01;FALSE
"1573";1573;16;585;1125;-1024.75;4;0.01;FALSE
"1574";1574;16;585;1125;-1025.25;4;0.01;FALSE
"1575";1575;16;585;1125;-1025.75;4;0.01;FALSE
"1576";1576;16;585;1125;-1026.25;4;0.01;FALSE
"1577";1577;16;585;1125;-1026.75;4;0.01;FALSE
"1578";1578;16;585;1125;-1027.25;4;0.01;FALSE
"1579";1579;16;585;1125;-1027.75;4;0.01;FALSE
"1580";1580;16;585;1125;-1028.25;3;0.17;TRUE
"1581";1581;16;585;1125;-1028.75;3;0.18;TRUE
"1582";1582;16;585;1125;-1029.25;3;0.18;TRUE
"1583";1583;16;585;1125;-1029.75;3;0.18;TRUE
"1584";1584;16;585;1125;-1030.25;2;0.24;FALSE
"1585";1585;16;585;1125;-1030.75;2;0.24;FALSE
"1586";1586;16;585;1125;-1031.25;2;0.23;FALSE
"1587";1587;16;585;1125;-1031.75;2;0.22;FALSE
"1588";1588;16;585;1125;-1032.25;2;0.21;FALSE
"1589";1589;16;585;1125;-1032.75;2;0.2;FALSE
"1590";1590;16;585;1125;-1033.25;2;0.2;FALSE
"1591";1591;16;585;1125;-1033.75;2;0.19;FALSE
"1592";1592;16;585;1125;-1034.25;2;0.19;FALSE
"1593";1593;16;585;1125;-1034.75;2;0.18;FALSE
"1594";1594;16;585;1125;-1035.25;3;0.2;TRUE
"1595";1595;16;585;1125;-1035.75;2;0.16;FALSE
"1596";1596;16;585;1125;-1036.25;2;0.16;FALSE
"1597";1597;16;585;1125;-1036.75;3;0.21;TRUE
"1598";1598;16;585;1125;-1037.25;4;0.01;FALSE
"1599";1599;16;585;1125;-1037.75;4;0.01;FALSE
"1600";1600;16;585;1125;-1038.25;4;0.01;FALSE
"1601";1601;16;585;1125;-1038.75;4;0.01;FALSE
"1602";1602;16;585;1125;-1039.25;4;0.01;FALSE
"1603";1603;16;585;1125;-1039.75;4;0.01;FALSE
"1604";1604;16;585;1125;-1040.25;3;0.21;TRUE
"1605";1605;16;585;1125;-1040.75;3;0.22;TRUE
"1606";1606;16;585;1125;-1041.25;3;0.22;TRUE
"1607";1607;16;585;1125;-1041.75;3;0.22;TRUE
"1608";1608;16;585;1125;-1042.25;3;0.22;TRUE
"1609";1609;16;585;1125;-1042.75;3;0.22;TRUE
"1610";1610;16;585;1125;-1043.25;3;0.22;TRUE
"1611";1611;16;585;1125;-1043.75;3;0.22;TRUE
"1612";1612;16;585;1125;-1044.25;3;0.22;TRUE
"1613";1613;16;585;1125;-1044.75;3;0.23;TRUE
"1614";1614;16;585;1125;-1045.25;2;0.26;FALSE
"1615";1615;16;585;1125;-1045.75;3;0.23;TRUE
"1616";1616;16;585;1125;-1046.25;2;0.26;FALSE
"1617";1617;16;585;1125;-1046.75;2;0.26;FALSE
"1618";1618;16;585;1125;-1047.25;2;0.25;FALSE
"1619";1619;17;675;855;-1005.25;2;0.35;FALSE
"1620";1620;17;675;855;-1005.75;3;0.19;TRUE
"1621";1621;17;675;855;-1006.25;1;0.32;FALSE
"1622";1622;17;675;855;-1006.75;1;0.33;FALSE
"1623";1623;17;675;855;-1007.25;1;0.32;FALSE
"1624";1624;17;675;855;-1007.75;1;0.33;FALSE
"1625";1625;17;675;855;-1008.25;1;0.33;FALSE
"1626";1626;17;675;855;-1008.75;1;0.33;FALSE
"1627";1627;17;675;855;-1009.25;1;0.34;FALSE
"1628";1628;17;675;855;-1009.75;1;0.35;FALSE
"1629";1629;17;675;855;-1010.25;1;0.33;FALSE
"1630";1630;17;675;855;-1010.75;1;0.35;FALSE
"1631";1631;17;675;855;-1011.25;1;0.35;FALSE
"1632";1632;17;675;855;-1011.75;1;0.34;FALSE
"1633";1633;17;675;855;-1012.25;1;0.34;FALSE
"1634";1634;17;675;855;-1012.75;1;0.36;FALSE
"1635";1635;17;675;855;-1013.25;1;0.38;FALSE
"1636";1636;17;675;855;-1013.75;1;0.39;FALSE
"1637";1637;17;675;855;-1014.25;1;0.38;FALSE
"1638";1638;17;675;855;-1014.75;1;0.38;FALSE
"1639";1639;17;675;855;-1015.25;1;0.36;FALSE
"1640";1640;17;675;855;-1015.75;1;0.35;FALSE
"1641";1641;17;675;855;-1016.25;2;0.25;FALSE
"1642";1642;17;675;855;-1016.75;2;0.26;FALSE
"1643";1643;17;675;855;-1017.25;3;0.2;TRUE
"1644";1644;17;675;855;-1017.75;4;0.01;FALSE
"1645";1645;17;675;855;-1018.25;4;0.01;FALSE
"1646";1646;17;675;855;-1018.75;4;0.01;FALSE
"1647";1647;17;675;855;-1019.25;4;0.01;FALSE
"1648";1648;17;675;855;-1019.75;4;0.01;FALSE
"1649";1649;17;675;855;-1020.25;4;0.01;FALSE
"1650";1650;17;675;855;-1020.75;4;0.01;FALSE
"1651";1651;17;675;855;-1021.25;3;0.19;TRUE
"1652";1652;17;675;855;-1021.75;3;0.18;TRUE
"1653";1653;17;675;855;-1022.25;3;0.18;TRUE
"1654";1654;17;675;855;-1022.75;3;0.18;TRUE
"1655";1655;17;675;855;-1023.25;3;0.19;TRUE
"1656";1656;17;675;855;-1023.75;3;0.2;TRUE
"1657";1657;17;675;855;-1024.25;3;0.19;TRUE
"1658";1658;17;675;855;-1024.75;3;0.2;TRUE
"1659";1659;17;675;855;-1025.25;4;0.01;FALSE
"1660";1660;17;675;855;-1025.75;4;0.01;FALSE
"1661";1661;17;675;855;-1026.25;4;0.01;FALSE
"1662";1662;17;675;855;-1026.75;3;0.2;TRUE
"1663";1663;17;675;855;-1027.25;3;0.21;TRUE
"1664";1664;17;675;855;-1027.75;1;0.39;FALSE
"1665";1665;17;675;855;-1028.25;1;0.39;FALSE
"1666";1666;17;675;855;-1028.75;1;0.39;FALSE
"1667";1667;17;675;855;-1029.25;2;0.28;FALSE
"1668";1668;17;675;855;-1029.75;2;0.28;FALSE
"1669";1669;17;675;855;-1030.25;2;0.28;FALSE
"1670";1670;17;675;855;-1030.75;2;0.28;FALSE
"1671";1671;17;675;855;-1031.25;2;0.28;FALSE
"1672";1672;17;675;855;-1031.75;2;0.28;FALSE
"1673";1673;17;675;855;-1032.25;2;0.27;FALSE
"1674";1674;17;675;855;-1032.75;2;0.27;FALSE
"1675";1675;17;675;855;-1033.25;2;0.26;FALSE
"1676";1676;17;675;855;-1033.75;2;0.26;FALSE
"1677";1677;17;675;855;-1034.25;2;0.25;FALSE
"1678";1678;17;675;855;-1034.75;2;0.25;FALSE
"1679";1679;17;675;855;-1035.25;2;0.24;FALSE
"1680";1680;17;675;855;-1035.75;2;0.24;FALSE
"1681";1681;17;675;855;-1036.25;2;0.23;FALSE
"1682";1682;17;675;855;-1036.75;2;0.23;FALSE
"1683";1683;17;675;855;-1037.25;1;0.37;FALSE
"1684";1684;17;675;855;-1037.75;2;0.23;FALSE
"1685";1685;17;675;855;-1038.25;2;0.23;FALSE
"1686";1686;17;675;855;-1038.75;1;0.36;FALSE
"1687";1687;17;675;855;-1039.25;1;0.37;FALSE
"1688";1688;17;675;855;-1039.75;2;0.24;FALSE
"1689";1689;17;675;855;-1040.25;3;0.21;TRUE
"1690";1690;17;675;855;-1040.75;3;0.21;TRUE
"1691";1691;17;675;855;-1041.25;3;0.2;TRUE
"1692";1692;17;675;855;-1041.75;3;0.2;TRUE
"1693";1693;17;675;855;-1042.25;4;0.01;FALSE
"1694";1694;17;675;855;-1042.75;3;0.22;TRUE
"1695";1695;17;675;855;-1043.25;3;0.23;TRUE
"1696";1696;18;745;1105;-1002.25;3;0.22;TRUE
"1697";1697;18;745;1105;-1002.75;3;0.21;TRUE
"1698";1698;18;745;1105;-1003.25;3;0.21;TRUE
"1699";1699;18;745;1105;-1003.75;4;0.01;FALSE
"1700";1700;18;745;1105;-1004.25;4;0.01;FALSE
"1701";1701;18;745;1105;-1004.75;3;0.21;TRUE
"1702";1702;18;745;1105;-1005.25;3;0.21;TRUE
"1703";1703;18;745;1105;-1005.75;3;0.22;TRUE
"1704";1704;18;745;1105;-1006.25;3;0.21;TRUE
"1705";1705;18;745;1105;-1006.75;3;0.21;TRUE
"1706";1706;18;745;1105;-1007.25;3;0.21;TRUE
"1707";1707;18;745;1105;-1007.75;2;0.28;FALSE
"1708";1708;18;745;1105;-1008.25;1;0.36;FALSE
"1709";1709;18;745;1105;-1008.75;1;0.35;FALSE
"1710";1710;18;745;1105;-1009.25;1;0.34;FALSE
"1711";1711;18;745;1105;-1009.75;1;0.34;FALSE
"1712";1712;18;745;1105;-1010.25;1;0.33;FALSE
"1713";1713;18;745;1105;-1010.75;1;0.33;FALSE
"1714";1714;18;745;1105;-1011.25;1;0.32;FALSE
"1715";1715;18;745;1105;-1011.75;3;0.22;TRUE
"1716";1716;18;745;1105;-1012.25;3;0.22;TRUE
"1717";1717;18;745;1105;-1012.75;2;0.26;FALSE
"1718";1718;18;745;1105;-1013.25;1;0.31;FALSE
"1719";1719;18;745;1105;-1013.75;1;0.31;FALSE
"1720";1720;18;745;1105;-1014.25;1;0.31;FALSE
"1721";1721;18;745;1105;-1014.75;1;0.28;FALSE
"1722";1722;18;745;1105;-1015.25;1;0.29;FALSE
"1723";1723;18;745;1105;-1015.75;3;0.2;TRUE
"1724";1724;18;745;1105;-1016.25;3;0.21;TRUE
"1725";1725;18;745;1105;-1016.75;2;0.31;FALSE
"1726";1726;18;745;1105;-1017.25;2;0.31;FALSE
"1727";1727;18;745;1105;-1017.75;2;0.3;FALSE
"1728";1728;18;745;1105;-1018.25;3;0.19;TRUE
"1729";1729;18;745;1105;-1018.75;3;0.19;TRUE
"1730";1730;18;745;1105;-1019.25;3;0.19;TRUE
"1731";1731;18;745;1105;-1019.75;3;0.17;TRUE
"1732";1732;18;745;1105;-1020.25;3;0.17;TRUE
"1733";1733;18;745;1105;-1020.75;4;0.01;FALSE
"1734";1734;18;745;1105;-1021.25;3;0.18;TRUE
"1735";1735;18;745;1105;-1021.75;4;0.01;FALSE
"1736";1736;18;745;1105;-1022.25;4;0.01;FALSE
"1737";1737;18;745;1105;-1022.75;3;0.19;TRUE
"1738";1738;18;745;1105;-1023.25;4;0.01;FALSE
"1739";1739;18;745;1105;-1023.75;3;0.18;TRUE
"1740";1740;18;745;1105;-1024.25;3;0.18;TRUE
"1741";1741;18;745;1105;-1024.75;3;0.18;TRUE
"1742";1742;18;745;1105;-1025.25;3;0.19;TRUE
"1743";1743;18;745;1105;-1025.75;3;0.18;TRUE
"1744";1744;18;745;1105;-1026.25;2;0.27;FALSE
"1745";1745;18;745;1105;-1026.75;2;0.26;FALSE
"1746";1746;18;745;1105;-1027.25;2;0.26;FALSE
"1747";1747;18;745;1105;-1027.75;3;0.17;TRUE
"1748";1748;18;745;1105;-1028.25;3;0.18;TRUE
"1749";1749;18;745;1105;-1028.75;3;0.18;TRUE
"1750";1750;18;745;1105;-1029.25;3;0.19;TRUE
"1751";1751;18;745;1105;-1029.75;3;0.19;TRUE
"1752";1752;18;745;1105;-1030.25;3;0.18;TRUE
"1753";1753;18;745;1105;-1030.75;3;0.17;TRUE
"1754";1754;18;745;1105;-1031.25;3;0.17;TRUE
"1755";1755;18;745;1105;-1031.75;4;0.01;FALSE
"1756";1756;18;745;1105;-1032.25;4;0.01;FALSE
"1757";1757;18;745;1105;-1032.75;4;0.01;FALSE
"1758";1758;18;745;1105;-1033.25;3;0.19;TRUE
"1759";1759;18;745;1105;-1033.75;3;0.2;TRUE
"1760";1760;18;745;1105;-1034.25;3;0.2;TRUE
"1761";1761;18;745;1105;-1034.75;2;0.19;FALSE
"1762";1762;18;745;1105;-1035.25;2;0.19;FALSE
"1763";1763;18;745;1105;-1035.75;2;0.19;FALSE
"1764";1764;18;745;1105;-1036.25;2;0.18;FALSE
"1765";1765;18;745;1105;-1036.75;2;0.18;FALSE
"1766";1766;18;745;1105;-1037.25;2;0.19;FALSE
"1767";1767;18;745;1105;-1037.75;2;0.19;FALSE
"1768";1768;18;745;1105;-1038.25;2;0.19;FALSE
"1769";1769;19;775;785;-994.75;3;0.19;TRUE
"1770";1770;19;775;785;-995.25;3;0.19;TRUE
"1771";1771;19;775;785;-995.75;4;0.01;FALSE
"1772";1772;19;775;785;-996.25;1;0.39;FALSE
"1773";1773;19;775;785;-996.75;1;0.39;FALSE
"1774";1774;19;775;785;-997.25;1;0.36;FALSE
"1775";1775;19;775;785;-997.75;1;0.37;FALSE
"1776";1776;19;775;785;-998.25;1;0.35;FALSE
"1777";1777;19;775;785;-998.75;1;0.35;FALSE
"1778";1778;19;775;785;-999.25;1;0.35;FALSE
"1779";1779;19;775;785;-999.75;2;0.34;FALSE
"1780";1780;19;775;785;-1000.25;1;0.36;FALSE
"1781";1781;19;775;785;-1000.75;3;0.21;TRUE
"1782";1782;19;775;785;-1001.25;2;0.35;FALSE
"1783";1783;19;775;785;-1001.75;1;0.37;FALSE
"1784";1784;19;775;785;-1002.25;1;0.36;FALSE
"1785";1785;19;775;785;-1002.75;1;0.36;FALSE
"1786";1786;19;775;785;-1003.25;3;0.22;TRUE
"1787";1787;19;775;785;-1003.75;3;0.22;TRUE
"1788";1788;19;775;785;-1004.25;3;0.21;TRUE
"1789";1789;19;775;785;-1004.75;3;0.22;TRUE
"1790";1790;19;775;785;-1005.25;3;0.22;TRUE
"1791";1791;19;775;785;-1005.75;1;0.39;FALSE
"1792";1792;19;775;785;-1006.25;1;0.38;FALSE
"1793";1793;19;775;785;-1006.75;2;0.29;FALSE
"1794";1794;19;775;785;-1007.25;3;0.21;TRUE
"1795";1795;19;775;785;-1007.75;3;0.22;TRUE
"1796";1796;19;775;785;-1008.25;3;0.21;TRUE
"1797";1797;19;775;785;-1008.75;3;0.21;TRUE
"1798";1798;19;775;785;-1009.25;3;0.21;TRUE
"1799";1799;19;775;785;-1009.75;3;0.22;TRUE
"1800";1800;19;775;785;-1010.25;4;0.01;FALSE
"1801";1801;19;775;785;-1010.75;3;0.23;TRUE
"1802";1802;19;775;785;-1011.25;3;0.22;TRUE
"1803";1803;19;775;785;-1011.75;3;0.21;TRUE
"1804";1804;19;775;785;-1012.25;2;0.21;FALSE
"1805";1805;19;775;785;-1012.75;3;0.21;TRUE
"1806";1806;19;775;785;-1013.25;3;0.22;TRUE
"1807";1807;19;775;785;-1013.75;2;0.22;FALSE
"1808";1808;19;775;785;-1014.25;2;0.22;FALSE
"1809";1809;19;775;785;-1014.75;2;0.22;FALSE
"1810";1810;19;775;785;-1015.25;3;0.2;TRUE
"1811";1811;19;775;785;-1015.75;3;0.2;TRUE
"1812";1812;19;775;785;-1016.25;3;0.2;TRUE
"1813";1813;19;775;785;-1016.75;4;0.01;FALSE
"1814";1814;19;775;785;-1017.25;4;0.01;FALSE
"1815";1815;19;775;785;-1017.75;4;0.01;FALSE
"1816";1816;19;775;785;-1018.25;3;0.21;TRUE
"1817";1817;19;775;785;-1018.75;3;0.2;TRUE
"1818";1818;19;775;785;-1019.25;3;0.2;TRUE
"1819";1819;19;775;785;-1019.75;3;0.2;TRUE
"1820";1820;19;775;785;-1020.25;2;0.27;FALSE
"1821";1821;19;775;785;-1020.75;2;0.26;FALSE
"1822";1822;19;775;785;-1021.25;2;0.26;FALSE
"1823";1823;19;775;785;-1021.75;2;0.25;FALSE
"1824";1824;19;775;785;-1022.25;2;0.25;FALSE
"1825";1825;19;775;785;-1022.75;2;0.25;FALSE
"1826";1826;19;775;785;-1023.25;2;0.24;FALSE
"1827";1827;19;775;785;-1023.75;2;0.25;FALSE
"1828";1828;19;775;785;-1024.25;2;0.25;FALSE
"1829";1829;19;775;785;-1024.75;2;0.25;FALSE
"1830";1830;19;775;785;-1025.25;2;0.25;FALSE
"1831";1831;19;775;785;-1025.75;2;0.26;FALSE
"1832";1832;19;775;785;-1026.25;3;0.21;TRUE
"1833";1833;19;775;785;-1026.75;3;0.21;TRUE
"1834";1834;19;775;785;-1027.25;3;0.22;TRUE
"1835";1835;19;775;785;-1027.75;3;0.22;TRUE
"1836";1836;19;775;785;-1028.25;4;0.01;FALSE
"1837";1837;19;775;785;-1028.75;4;0.01;FALSE
"1838";1838;19;775;785;-1029.25;4;0.01;FALSE
"1839";1839;19;775;785;-1029.75;4;0.01;FALSE
"1840";1840;19;775;785;-1030.25;3;0.21;TRUE
"1841";1841;19;775;785;-1030.75;2;0.29;FALSE
"1842";1842;19;775;785;-1031.25;3;0.19;TRUE
"1843";1843;19;775;785;-1031.75;3;0.18;TRUE
"1844";1844;19;775;785;-1032.25;3;0.19;TRUE
"1845";1845;19;775;785;-1032.75;3;0.19;TRUE
"1846";1846;19;775;785;-1033.25;3;0.19;TRUE
"1847";1847;19;775;785;-1033.75;3;0.2;TRUE
"1848";1848;19;775;785;-1034.25;3;0.2;TRUE
"1849";1849;19;775;785;-1034.75;3;0.2;TRUE
"1850";1850;19;775;785;-1035.25;3;0.2;TRUE
"1851";1851;19;775;785;-1035.75;2;0.29;FALSE
"1852";1852;19;775;785;-1036.25;3;0.21;TRUE
