X;Y;Z;cat;phi
46.9;-4;-7.89;4;0.49
46.9;-4;-7.92;4;0.42
46.9;-4;-7.95;4;0.41
46.9;-4;-7.98;4;0.47
46.9;-4;-8.01;4;0.41
46.9;-4;-8.04;4;0.41
46.9;-4;-8.07;4;0.47
46.9;-4;-8.13;3;0.43
46.9;-4;-8.16;3;0.46
46.9;-4;-8.19;3;0.46
46.9;-4;-8.22;3;0.45
46.9;-4;-8.25;3;0.42
46.9;-4;-8.28;3;0.48
46.9;-4;-8.31;3;0.43
46.9;-4;-8.34;3;0.43
46.9;-4;-8.37;3;0.41
46.9;-4;-8.40;3;0.43
46.9;-4;-8.43;3;0.42
46.9;-4;-8.46;3;0.42
46.9;-4;-8.49;3;0.41
46.9;-4;-8.52;3;0.40
46.9;-4;-8.55;3;0.50
46.9;-4;-8.58;3;0.42
46.9;-4;-8.64;5;0.28
46.9;-4;-8.67;5;0.31
46.9;-4;-8.70;5;0.32
46.9;-4;-8.73;5;0.33
46.9;-4;-8.76;5;0.34
46.9;-4;-8.79;5;0.27
46.9;-4;-8.82;5;0.31
46.9;-4;-8.85;5;0.35
46.9;-4;-8.88;5;0.31
46.9;-4;-8.91;5;0.32
46.9;-4;-8.94;5;0.34
46.9;-4;-8.97;5;0.25
46.9;-4;-9.00;5;0.29
46.9;-4;-9.03;5;0.26
46.9;-4;-9.06;5;0.30
46.9;-4;-9.09;5;0.26
46.9;-4;-9.12;5;0.34
46.9;-4;-9.15;5;0.29
46.9;-4;-9.18;5;0.27
46.9;-4;-9.21;5;0.26
46.9;-4;-9.24;5;0.33
46.9;-4;-9.27;5;0.27
46.9;-4;-9.30;5;0.30
46.9;-4;-9.33;5;0.35
46.9;-4;-9.36;5;0.33
46.9;-4;-9.39;5;0.25
46.9;-4;-9.42;5;0.33
46.9;-4;-9.45;5;0.26
46.9;-4;-9.48;5;0.26
46.9;-4;-9.51;5;0.31
46.9;-4;-9.54;5;0.25
46.9;-4;-9.57;5;0.30
46.9;-4;-9.60;5;0.30
46.9;-4;-9.63;5;0.33
46.9;-4;-9.66;5;0.33
46.9;-4;-9.69;5;0.35
46.9;-4;-9.72;5;0.27
46.9;-4;-9.75;5;0.28
46.9;-4;-9.78;5;0.28
46.9;-4;-9.81;5;0.31
46.9;-4;-9.84;5;0.32
46.9;-4;-9.87;5;0.30
46.9;-4;-9.90;5;0.33
46.9;-4;-9.93;5;0.26
46.9;-4;-9.96;5;0.30
46.9;-4;-9.99;5;0.28
46.9;-4;-10.02;5;0.27
46.9;-4;-10.08;4;0.49
46.9;-4;-10.11;4;0.41
46.9;-4;-10.17;5;0.33
46.9;-4;-10.20;5;0.35
46.9;-4;-10.23;5;0.26
46.9;-4;-10.26;5;0.28
46.9;-4;-10.29;5;0.28
46.9;-4;-10.32;5;0.32
46.9;-4;-10.35;5;0.29
46.9;-4;-10.38;5;0.26
46.9;-4;-10.41;5;0.33
46.9;-4;-10.44;5;0.27
46.9;-4;-10.47;5;0.31
46.9;-4;-10.50;5;0.31
46.9;-4;-10.53;5;0.32
46.9;-4;-10.56;5;0.35
46.9;-4;-10.59;5;0.32
46.9;-4;-10.62;5;0.27
46.9;-4;-10.65;5;0.31
46.9;-4;-10.68;5;0.31
46.9;-4;-10.71;5;0.34
46.9;-4;-10.74;5;0.29
46.9;-4;-10.77;5;0.34
46.9;-4;-10.80;5;0.29
46.9;-4;-10.86;5;0.25
46.9;-4;-10.89;5;0.34
46.9;-4;-10.92;5;0.32
46.9;-4;-10.95;5;0.26
46.9;-4;-10.98;5;0.28
46.9;-4;-11.01;5;0.30
46.9;-4;-11.04;5;0.28
46.9;-4;-11.07;5;0.31
46.9;-4;-11.13;5;0.28
46.9;-4;-11.16;5;0.27
46.9;-4;-11.19;5;0.26
46.9;-4;-11.22;5;0.26
46.9;-4;-11.25;5;0.25
46.9;-4;-11.28;5;0.33
46.9;-4;-11.43;5;0.27
46.9;-4;-11.46;5;0.26
46.9;-4;-11.49;5;0.30
46.9;-4;-11.52;5;0.32
46.9;-4;-11.55;5;0.26
46.9;-4;-11.61;7;0.33
46.9;-4;-11.64;7;0.30
46.9;-4;-11.67;7;0.33
46.9;-4;-11.70;7;0.30
46.9;-4;-11.73;7;0.35
46.9;-4;-11.76;7;0.30
46.9;-4;-11.79;7;0.31
46.9;-4;-11.82;7;0.33
46.9;-4;-11.85;7;0.34
46.9;-4;-11.88;7;0.32
46.9;-4;-11.91;7;0.33
46.9;-4;-11.94;7;0.31
46.9;-4;-11.97;7;0.32
46.9;-4;-12.00;7;0.31
46.9;-4;-12.03;7;0.31
46.9;-4;-12.06;7;0.35
46.9;-4;-12.09;7;0.32
46.9;-4;-12.12;7;0.31
46.9;-4;-12.15;7;0.30
46.9;-4;-12.21;7;0.31
46.9;-4;-12.24;7;0.33
46.9;-4;-12.27;7;0.34
46.9;-4;-12.30;7;0.35
46.9;-4;-12.33;7;0.31
46.9;-4;-12.36;7;0.33
46.9;-4;-12.39;7;0.31
46.9;-4;-12.42;7;0.31
46.9;-4;-12.45;7;0.30
46.9;-4;-12.48;7;0.32
46.9;-4;-12.51;7;0.35
46.9;-4;-12.54;7;0.31
46.9;-4;-12.57;7;0.32
46.9;-4;-12.63;3;0.45
46.9;-4;-12.66;3;0.46
46.9;-4;-12.69;3;0.41
46.9;-4;-12.72;3;0.49
46.9;-4;-12.75;3;0.41
46.9;-4;-12.78;3;0.42
46.9;-4;-12.81;3;0.50
46.9;-4;-12.84;3;0.44
46.9;-4;-12.87;3;0.42
46.9;-4;-12.90;3;0.45
46.9;-4;-12.93;3;0.44
46.9;-4;-12.96;8;0.11
46.9;-4;-12.99;8;0.11
46.9;-4;-13.02;8;0.14
46.9;-4;-13.05;8;0.12
46.9;-4;-13.08;8;0.13
46.9;-4;-13.11;8;0.11
46.9;-4;-13.14;8;0.11
46.9;-4;-13.17;8;0.11
46.9;-4;-13.20;8;0.14
46.9;-4;-13.23;8;0.14
46.9;-4;-13.26;8;0.10
46.9;-4;-13.29;8;0.13
46.9;-4;-13.32;8;0.14
46.9;-4;-13.35;8;0.11
46.9;-4;-13.38;8;0.15
46.9;-4;-13.41;8;0.12
46.9;-4;-13.44;8;0.12
46.9;-4;-13.47;8;0.12
46.9;-4;-13.50;8;0.11
46.9;-4;-13.53;8;0.11
46.9;-4;-13.56;8;0.11
46.9;-4;-13.59;8;0.14
46.9;-4;-13.62;8;0.10
46.9;-4;-13.65;8;0.11
46.9;-4;-13.68;8;0.11
46.9;-4;-13.71;8;0.14
46.9;-4;-13.74;8;0.12
46.9;-4;-13.77;8;0.10
46.9;-4;-13.80;8;0.13
46.9;-4;-13.83;8;0.14
46.9;-4;-13.86;8;0.11
46.9;-4;-13.89;8;0.11
46.9;-4;-13.92;8;0.12
46.9;-4;-13.95;8;0.13
46.9;-4;-13.98;8;0.12
46.9;-4;-14.01;8;0.13
46.9;-4;-14.04;8;0.11
46.9;-4;-14.07;8;0.11
46.9;-4;-14.10;8;0.12
46.9;-4;-14.13;8;0.11
46.9;-4;-14.16;8;0.13
46.9;-4;-14.19;8;0.11
46.9;-4;-14.22;8;0.11
46.9;-4;-14.25;8;0.11
46.9;-4;-14.28;8;0.10
46.9;-4;-14.31;8;0.10
46.9;-4;-14.34;8;0.12
46.9;-4;-14.37;8;0.14
46.9;-4;-14.40;8;0.14
46.9;-4;-14.43;8;0.12
46.9;-4;-14.46;8;0.12
46.9;-4;-14.49;8;0.14
46.9;-4;-14.52;8;0.13
46.9;-4;-14.55;8;0.12
46.9;-4;-14.58;8;0.14
46.9;-4;-14.61;8;0.12
46.9;-4;-14.64;8;0.15
46.9;-4;-14.67;8;0.10
46.9;-4;-14.70;8;0.10
46.9;-4;-14.73;8;0.14
46.9;-4;-14.76;8;0.13
46.9;-4;-14.79;8;0.14
46.9;-4;-14.82;8;0.14
46.9;-4;-14.85;8;0.11
46.9;-4;-14.88;8;0.14
46.9;-4;-14.91;8;0.12
46.9;-4;-14.94;8;0.14
46.9;-4;-14.97;8;0.15
46.9;-4;-15.00;8;0.11
50;-4;-0.20;-4;0.77
50;-4;-0.40;-4;0.59
50;-4;-0.50;-4;0.73
50;-4;-0.81;2;0.48
50;-4;-0.84;2;0.42
50;-4;-0.87;2;0.50
50;-4;-0.90;2;0.42
50;-4;-0.93;2;0.44
50;-4;-0.96;2;0.47
50;-4;-0.99;2;0.49
50;-4;-1.02;2;0.41
50;-4;-1.05;2;0.42
50;-4;-1.11;2;0.41
50;-4;-1.14;2;0.41
50;-4;-1.17;2;0.41
50;-4;-1.20;2;0.49
50;-4;-1.23;2;0.41
50;-4;-1.26;2;0.47
50;-4;-1.29;2;0.48
50;-4;-1.32;2;0.42
50;-4;-1.35;2;0.47
50;-4;-1.38;2;0.43
50;-4;-1.41;2;0.46
50;-4;-1.44;2;0.41
50;-4;-1.47;2;0.44
50;-4;-1.50;2;0.49
50;-4;-1.53;2;0.44
50;-4;-1.56;2;0.42
50;-4;-1.59;2;0.42
50;-4;-1.62;2;0.40
50;-4;-1.65;2;0.50
50;-4;-1.68;2;0.42
50;-4;-1.71;2;0.46
50;-4;-1.74;2;0.41
50;-4;-1.77;2;0.49
50;-4;-1.80;2;0.49
50;-4;-1.86;3;0.42
50;-4;-1.89;3;0.46
50;-4;-1.92;3;0.49
50;-4;-1.95;3;0.45
50;-4;-1.98;3;0.41
50;-4;-2.01;3;0.41
50;-4;-2.04;3;0.48
50;-4;-2.07;3;0.41
50;-4;-2.10;3;0.43
50;-4;-2.13;3;0.47
50;-4;-2.16;3;0.48
50;-4;-2.19;3;0.42
50;-4;-2.22;3;0.41
50;-4;-2.28;4;0.47
50;-4;-2.31;4;0.43
50;-4;-2.34;4;0.47
50;-4;-2.37;4;0.48
50;-4;-2.40;4;0.46
50;-4;-2.43;4;0.45
50;-4;-2.46;4;0.41
50;-4;-2.49;4;0.42
50;-4;-2.52;4;0.47
50;-4;-2.58;5;0.32
50;-4;-2.61;5;0.30
50;-4;-2.64;5;0.30
50;-4;-2.67;5;0.26
50;-4;-2.70;5;0.27
50;-4;-2.73;5;0.25
50;-4;-2.76;5;0.30
50;-4;-2.79;5;0.33
50;-4;-2.82;5;0.25
50;-4;-2.85;5;0.29
50;-4;-2.88;5;0.31
50;-4;-2.91;5;0.33
50;-4;-2.94;5;0.29
50;-4;-2.97;5;0.26
50;-4;-3.00;5;0.32
50;-4;-3.03;5;0.28
50;-4;-3.09;5;0.26
50;-4;-3.12;5;0.34
50;-4;-3.15;5;0.29
50;-4;-3.18;5;0.34
50;-4;-3.21;5;0.28
50;-4;-3.24;5;0.32
50;-4;-3.27;5;0.32
50;-4;-3.30;5;0.31
50;-4;-3.33;5;0.33
50;-4;-3.36;5;0.32
50;-4;-3.39;5;0.29
50;-4;-3.42;5;0.26
50;-4;-3.45;5;0.32
50;-4;-3.48;5;0.26
50;-4;-3.51;5;0.26
50;-4;-3.54;5;0.27
50;-4;-3.57;5;0.30
50;-4;-3.60;5;0.25
50;-4;-3.63;5;0.33
50;-4;-3.69;4;0.40
50;-4;-3.72;4;0.40
50;-4;-3.75;4;0.47
50;-4;-3.78;4;0.44
50;-4;-3.81;4;0.41
50;-4;-3.84;4;0.42
50;-4;-3.87;4;0.44
50;-4;-3.90;4;0.40
50;-4;-3.93;4;0.48
50;-4;-3.96;4;0.42
50;-4;-3.99;4;0.40
50;-4;-4.02;4;0.41
50;-4;-4.05;4;0.41
50;-4;-4.08;4;0.47
50;-4;-4.11;4;0.44
50;-4;-4.14;4;0.46
50;-4;-4.17;4;0.48
50;-4;-4.20;4;0.50
50;-4;-4.23;4;0.49
50;-4;-4.26;4;0.47
50;-4;-4.32;5;0.32
50;-4;-4.35;5;0.29
50;-4;-4.38;5;0.26
50;-4;-4.41;5;0.30
50;-4;-4.44;5;0.28
50;-4;-4.47;5;0.29
50;-4;-4.50;5;0.28
50;-4;-4.53;5;0.31
50;-4;-4.56;5;0.34
50;-4;-4.59;5;0.27
50;-4;-4.65;4;0.48
50;-4;-4.68;4;0.45
50;-4;-4.71;4;0.41
50;-4;-4.74;4;0.48
50;-4;-4.77;4;0.44
50;-4;-4.80;4;0.42
50;-4;-4.83;4;0.48
50;-4;-4.86;4;0.46
50;-4;-4.89;4;0.44
50;-4;-4.92;4;0.45
50;-4;-4.95;4;0.45
50;-4;-4.98;4;0.48
50;-4;-5.01;4;0.47
50;-4;-5.04;4;0.43
50;-4;-5.10;5;0.34
50;-4;-5.13;5;0.34
50;-4;-5.16;5;0.30
50;-4;-5.19;5;0.28
50;-4;-5.22;5;0.33
50;-4;-5.25;5;0.25
50;-4;-5.28;5;0.30
50;-4;-5.31;5;0.29
50;-4;-5.34;5;0.31
50;-4;-5.37;5;0.27
50;-4;-5.40;5;0.26
50;-4;-5.43;5;0.25
50;-4;-5.46;5;0.31
50;-4;-5.49;5;0.25
50;-4;-5.52;5;0.29
50;-4;-5.55;5;0.31
50;-4;-5.58;5;0.27
50;-4;-5.61;5;0.31
50;-4;-5.64;5;0.32
50;-4;-5.67;5;0.32
50;-4;-5.70;5;0.28
50;-4;-5.73;5;0.28
50;-4;-5.76;5;0.27
50;-4;-5.79;5;0.29
50;-4;-5.82;5;0.34
50;-4;-5.85;5;0.32
50;-4;-5.88;5;0.33
50;-4;-5.91;5;0.33
50;-4;-5.94;5;0.26
50;-4;-5.97;5;0.32
50;-4;-6.00;5;0.28
50;-4;-6.03;5;0.34
50;-4;-6.06;5;0.27
50;-4;-6.09;5;0.29
50;-4;-6.12;5;0.29
50;-4;-6.15;5;0.35
50;-4;-6.18;5;0.26
50;-4;-6.21;5;0.27
50;-4;-6.24;5;0.31
50;-4;-6.27;5;0.29
50;-4;-6.30;5;0.27
50;-4;-6.33;5;0.25
50;-4;-6.36;5;0.35
50;-4;-6.39;5;0.32
50;-4;-6.42;5;0.35
50;-4;-6.45;5;0.33
50;-4;-6.51;3;0.50
50;-4;-6.54;3;0.49
50;-4;-6.57;3;0.49
50;-4;-6.60;3;0.45
50;-4;-6.63;3;0.40
50;-4;-6.66;3;0.50
50;-4;-6.69;3;0.45
50;-4;-6.72;3;0.44
50;-4;-6.75;3;0.40
50;-4;-6.78;3;0.40
50;-4;-6.81;3;0.41
50;-4;-6.84;3;0.45
50;-4;-6.87;3;0.50
50;-4;-6.90;3;0.43
50;-4;-6.93;3;0.47
50;-4;-6.96;3;0.47
50;-4;-6.99;3;0.50
50;-4;-7.02;3;0.48
50;-4;-7.05;3;0.40
50;-4;-7.08;3;0.47
50;-4;-7.11;3;0.45
50;-4;-7.14;3;0.48
50;-4;-7.17;3;0.45
50;-4;-7.20;3;0.44
50;-4;-7.23;3;0.44
50;-4;-7.26;3;0.46
50;-4;-7.32;4;0.47
50;-4;-7.35;4;0.49
50;-4;-7.38;4;0.47
50;-4;-7.41;4;0.44
50;-4;-7.44;4;0.50
50;-4;-7.47;4;0.42
50;-4;-7.50;4;0.44
50;-4;-7.53;4;0.41
50;-4;-7.56;4;0.44
50;-4;-7.59;4;0.43
50;-4;-7.62;4;0.41
50;-4;-7.65;4;0.44
50;-4;-7.68;4;0.43
50;-4;-7.71;4;0.44
50;-4;-7.74;4;0.48
50;-4;-7.77;4;0.44
50;-4;-7.80;4;0.47
50;-4;-7.83;4;0.47
50;-4;-7.86;4;0.46
50;-4;-7.89;4;0.46
50;-4;-7.92;4;0.49
50;-4;-7.95;4;0.42
50;-4;-7.98;4;0.46
50;-4;-8.01;4;0.45
50;-4;-8.04;4;0.47
50;-4;-8.07;4;0.41
50;-4;-8.10;4;0.46
50;-4;-8.13;4;0.46
50;-4;-8.16;4;0.43
50;-4;-8.19;4;0.48
50;-4;-8.22;4;0.47
50;-4;-8.25;4;0.43
50;-4;-8.28;4;0.49
50;-4;-8.31;4;0.47
50;-4;-8.34;4;0.45
50;-4;-8.40;3;0.45
50;-4;-8.43;3;0.47
50;-4;-8.46;3;0.49
50;-4;-8.49;3;0.42
50;-4;-8.52;3;0.49
50;-4;-8.55;3;0.46
50;-4;-8.58;3;0.45
50;-4;-8.61;3;0.48
50;-4;-8.64;3;0.40
50;-4;-8.67;3;0.46
50;-4;-8.70;3;0.40
50;-4;-8.73;3;0.47
50;-4;-8.76;3;0.44
50;-4;-8.79;3;0.48
50;-4;-8.82;3;0.46
50;-4;-8.85;3;0.43
50;-4;-8.88;3;0.45
50;-4;-8.94;5;0.26
50;-4;-8.97;5;0.32
50;-4;-9.00;5;0.26
50;-4;-9.03;5;0.28
50;-4;-9.06;5;0.28
50;-4;-9.09;5;0.32
50;-4;-9.12;5;0.27
50;-4;-9.15;5;0.29
50;-4;-9.18;5;0.29
50;-4;-9.21;5;0.27
50;-4;-9.24;5;0.27
50;-4;-9.27;5;0.28
50;-4;-9.30;5;0.26
50;-4;-9.33;5;0.26
50;-4;-9.36;5;0.31
50;-4;-9.39;5;0.26
50;-4;-9.42;5;0.32
50;-4;-9.45;5;0.31
50;-4;-9.48;5;0.27
50;-4;-9.51;5;0.34
50;-4;-9.54;5;0.30
50;-4;-9.57;5;0.30
50;-4;-9.60;5;0.31
50;-4;-9.63;5;0.26
50;-4;-9.66;5;0.31
50;-4;-9.69;5;0.29
50;-4;-9.72;5;0.30
50;-4;-9.75;5;0.30
50;-4;-9.78;5;0.26
50;-4;-9.81;5;0.34
50;-4;-9.84;5;0.30
50;-4;-9.87;5;0.27
50;-4;-9.90;5;0.30
50;-4;-9.96;4;0.48
50;-4;-9.99;4;0.49
50;-4;-10.02;4;0.40
50;-4;-10.05;4;0.42
50;-4;-10.08;4;0.45
50;-4;-10.11;4;0.46
50;-4;-10.14;4;0.40
50;-4;-10.17;4;0.43
50;-4;-10.23;5;0.33
50;-4;-10.26;5;0.34
50;-4;-10.29;5;0.26
50;-4;-10.32;5;0.34
50;-4;-10.35;5;0.27
50;-4;-10.38;5;0.27
50;-4;-10.41;5;0.35
50;-4;-10.44;5;0.27
50;-4;-10.47;5;0.26
50;-4;-10.50;5;0.25
50;-4;-10.53;5;0.28
50;-4;-10.56;5;0.30
50;-4;-10.59;5;0.34
50;-4;-10.62;5;0.29
50;-4;-10.65;5;0.29
50;-4;-10.68;5;0.32
50;-4;-10.71;5;0.32
50;-4;-10.74;5;0.32
50;-4;-10.77;5;0.30
50;-4;-10.80;5;0.34
50;-4;-10.83;5;0.29
50;-4;-10.86;5;0.33
50;-4;-10.89;5;0.26
50;-4;-10.92;5;0.32
50;-4;-10.95;5;0.30
50;-4;-10.98;5;0.34
50;-4;-11.01;5;0.31
50;-4;-11.04;5;0.29
50;-4;-11.07;5;0.32
50;-4;-11.10;5;0.31
50;-4;-11.16;5;0.33
50;-4;-11.19;5;0.27
50;-4;-11.22;5;0.35
50;-4;-11.25;5;0.31
50;-4;-11.28;5;0.33
50;-4;-11.31;5;0.28
50;-4;-11.34;5;0.34
50;-4;-11.37;5;0.31
50;-4;-11.40;5;0.34
50;-4;-11.43;5;0.26
50;-4;-11.46;5;0.33
50;-4;-11.49;5;0.30
50;-4;-11.52;5;0.28
50;-4;-11.58;7;0.30
50;-4;-11.61;7;0.35
50;-4;-11.64;7;0.30
50;-4;-11.67;7;0.35
50;-4;-11.70;7;0.31
50;-4;-11.73;7;0.33
50;-4;-11.76;7;0.32
50;-4;-11.79;7;0.34
50;-4;-11.82;7;0.34
50;-4;-11.85;7;0.33
50;-4;-11.88;7;0.34
50;-4;-11.91;7;0.31
50;-4;-11.94;7;0.34
50;-4;-11.97;7;0.32
50;-4;-12.00;7;0.35
50;-4;-12.03;7;0.34
50;-4;-12.09;7;0.33
50;-4;-12.12;7;0.30
50;-4;-12.15;7;0.31
50;-4;-12.18;7;0.31
50;-4;-12.21;7;0.34
50;-4;-12.24;7;0.31
50;-4;-12.27;7;0.30
50;-4;-12.30;7;0.34
50;-4;-12.33;7;0.34
50;-4;-12.36;7;0.33
50;-4;-12.39;7;0.32
50;-4;-12.42;7;0.31
50;-4;-12.45;7;0.32
50;-4;-12.48;7;0.32
50;-4;-12.51;7;0.32
50;-4;-12.57;3;0.47
50;-4;-12.60;3;0.46
50;-4;-12.63;3;0.41
50;-4;-12.66;3;0.49
50;-4;-12.69;3;0.46
50;-4;-12.72;3;0.47
50;-4;-12.75;3;0.46
50;-4;-12.78;3;0.42
50;-4;-12.81;3;0.49
50;-4;-12.84;3;0.44
50;-4;-12.87;3;0.40
50;-4;-12.90;3;0.49
50;-4;-12.93;3;0.48
50;-4;-12.96;3;0.42
50;-4;-12.99;3;0.43
50;-4;-13.02;8;0.10
50;-4;-13.05;8;0.10
50;-4;-13.08;8;0.14
50;-4;-13.11;8;0.11
50;-4;-13.14;8;0.11
50;-4;-13.17;8;0.12
50;-4;-13.20;8;0.13
50;-4;-13.23;8;0.12
50;-4;-13.26;8;0.14
50;-4;-13.29;8;0.11
50;-4;-13.32;8;0.15
50;-4;-13.35;8;0.15
50;-4;-13.38;8;0.11
50;-4;-13.41;8;0.15
50;-4;-13.44;8;0.13
50;-4;-13.47;8;0.11
50;-4;-13.50;8;0.14
50;-4;-13.53;8;0.12
50;-4;-13.56;8;0.12
50;-4;-13.59;8;0.13
50;-4;-13.62;8;0.15
50;-4;-13.65;8;0.14
50;-4;-13.68;8;0.15
50;-4;-13.71;8;0.13
50;-4;-13.74;8;0.14
50;-4;-13.77;8;0.11
50;-4;-13.80;8;0.12
50;-4;-13.83;8;0.13
50;-4;-13.86;8;0.10
50;-4;-13.89;8;0.10
50;-4;-13.92;8;0.12
50;-4;-13.95;8;0.14
50;-4;-13.98;8;0.14
50;-4;-14.01;8;0.11
50;-4;-14.04;8;0.13
50;-4;-14.07;8;0.11
50;-4;-14.10;8;0.11
50;-4;-14.13;8;0.11
50;-4;-14.16;8;0.10
50;-4;-14.19;8;0.11
50;-4;-14.22;8;0.11
50;-4;-14.25;8;0.10
50;-4;-14.28;8;0.15
50;-4;-14.31;8;0.14
50;-4;-14.34;8;0.10
50;-4;-14.37;8;0.10
50;-4;-14.40;8;0.15
50;-4;-14.43;8;0.13
50;-4;-14.46;8;0.12
50;-4;-14.49;8;0.11
50;-4;-14.52;8;0.12
50;-4;-14.55;8;0.11
50;-4;-14.58;8;0.13
50;-4;-14.61;8;0.12
50;-4;-14.64;8;0.13
50;-4;-14.67;8;0.11
50;-4;-14.70;8;0.15
50;-4;-14.73;8;0.13
50;-4;-14.76;8;0.11
50;-4;-14.79;8;0.14
50;-4;-14.82;8;0.13
50;-4;-14.85;8;0.11
50;-4;-14.88;8;0.13
50;-4;-14.91;8;0.15
50;-4;-14.94;8;0.11
50;-4;-14.97;8;0.11
50;-4;-15.00;8;0.10
62.9;-4;-0.10;-4;0.56
62.9;-4;-0.20;-4;0.30
62.9;-4;-0.30;-4;0.35
62.9;-4;-0.40;-4;0.59
62.9;-4;-0.50;-4;0.47
62.9;-4;-0.60;-4;0.48
62.9;-4;-0.70;-4;0.37
62.9;-4;-0.80;-4;0.56
62.9;-4;-1.35;2;0.44
62.9;-4;-1.38;2;0.46
62.9;-4;-1.41;2;0.48
62.9;-4;-1.44;2;0.44
62.9;-4;-1.47;2;0.50
62.9;-4;-1.50;2;0.49
62.9;-4;-1.53;2;0.42
62.9;-4;-1.59;3;0.49
62.9;-4;-1.62;3;0.44
62.9;-4;-1.65;3;0.45
62.9;-4;-1.68;3;0.42
62.9;-4;-1.71;3;0.43
62.9;-4;-1.74;3;0.44
62.9;-4;-1.77;3;0.42
62.9;-4;-1.80;3;0.43
62.9;-4;-1.83;3;0.41
62.9;-4;-1.86;3;0.49
62.9;-4;-1.89;3;0.49
62.9;-4;-1.92;3;0.40
62.9;-4;-1.95;3;0.45
62.9;-4;-1.98;3;0.43
62.9;-4;-2.04;4;0.49
62.9;-4;-2.07;4;0.49
62.9;-4;-2.10;4;0.45
62.9;-4;-2.13;4;0.48
62.9;-4;-2.16;4;0.46
62.9;-4;-2.19;4;0.45
62.9;-4;-2.22;4;0.43
62.9;-4;-2.25;4;0.47
62.9;-4;-2.28;4;0.50
62.9;-4;-2.31;4;0.43
62.9;-4;-2.37;5;0.25
62.9;-4;-2.40;5;0.34
62.9;-4;-2.43;5;0.33
62.9;-4;-2.46;5;0.27
62.9;-4;-2.49;5;0.29
62.9;-4;-2.52;5;0.29
62.9;-4;-2.55;5;0.28
62.9;-4;-2.58;5;0.27
62.9;-4;-2.61;5;0.32
62.9;-4;-2.64;5;0.27
62.9;-4;-2.67;5;0.33
62.9;-4;-2.70;5;0.31
62.9;-4;-2.73;5;0.26
62.9;-4;-2.76;5;0.28
62.9;-4;-2.79;5;0.31
62.9;-4;-2.82;5;0.35
62.9;-4;-2.85;5;0.31
62.9;-4;-2.88;5;0.35
62.9;-4;-2.91;5;0.28
62.9;-4;-2.97;4;0.42
62.9;-4;-3.00;4;0.50
62.9;-4;-3.03;4;0.49
62.9;-4;-3.06;4;0.45
62.9;-4;-3.09;4;0.45
62.9;-4;-3.12;4;0.43
62.9;-4;-3.15;4;0.49
62.9;-4;-3.18;4;0.49
62.9;-4;-3.21;4;0.50
62.9;-4;-3.24;4;0.50
62.9;-4;-3.27;4;0.47
62.9;-4;-3.30;4;0.42
62.9;-4;-3.33;4;0.43
62.9;-4;-3.36;4;0.44
62.9;-4;-3.39;4;0.43
62.9;-4;-3.42;4;0.40
62.9;-4;-3.45;4;0.46
62.9;-4;-3.48;4;0.42
62.9;-4;-3.51;4;0.46
62.9;-4;-3.54;4;0.48
62.9;-4;-3.57;4;0.44
62.9;-4;-3.60;4;0.46
62.9;-4;-3.63;4;0.46
62.9;-4;-3.66;4;0.48
62.9;-4;-3.69;4;0.46
62.9;-4;-3.72;4;0.45
62.9;-4;-3.75;4;0.47
62.9;-4;-3.78;4;0.41
62.9;-4;-3.81;4;0.47
62.9;-4;-3.84;4;0.44
62.9;-4;-3.87;4;0.45
62.9;-4;-3.90;4;0.45
62.9;-4;-3.93;4;0.47
62.9;-4;-3.96;4;0.42
62.9;-4;-3.99;4;0.42
62.9;-4;-4.02;4;0.49
62.9;-4;-4.05;4;0.44
62.9;-4;-4.08;4;0.42
62.9;-4;-4.11;4;0.40
62.9;-4;-4.14;4;0.43
62.9;-4;-4.17;4;0.48
62.9;-4;-4.20;4;0.46
62.9;-4;-4.26;5;0.27
62.9;-4;-4.29;5;0.35
62.9;-4;-4.32;5;0.31
62.9;-4;-4.35;5;0.31
62.9;-4;-4.38;5;0.25
62.9;-4;-4.41;5;0.33
62.9;-4;-4.44;5;0.32
62.9;-4;-4.47;5;0.28
62.9;-4;-4.50;5;0.33
62.9;-4;-4.53;5;0.35
62.9;-4;-4.56;5;0.32
62.9;-4;-4.59;5;0.32
62.9;-4;-4.62;5;0.31
62.9;-4;-4.65;5;0.29
62.9;-4;-4.68;5;0.33
62.9;-4;-4.71;5;0.33
62.9;-4;-4.74;5;0.30
62.9;-4;-4.77;5;0.31
62.9;-4;-4.83;4;0.41
62.9;-4;-4.86;4;0.42
62.9;-4;-4.89;4;0.44
62.9;-4;-4.92;4;0.45
62.9;-4;-4.95;4;0.43
62.9;-4;-5.01;5;0.25
62.9;-4;-5.04;5;0.35
62.9;-4;-5.07;5;0.26
62.9;-4;-5.10;5;0.34
62.9;-4;-5.13;5;0.32
62.9;-4;-5.16;5;0.33
62.9;-4;-5.19;5;0.31
62.9;-4;-5.22;5;0.32
62.9;-4;-5.25;5;0.27
62.9;-4;-5.28;5;0.29
62.9;-4;-5.31;5;0.30
62.9;-4;-5.34;5;0.27
62.9;-4;-5.37;5;0.29
62.9;-4;-5.40;5;0.29
62.9;-4;-5.43;5;0.29
62.9;-4;-5.46;5;0.27
62.9;-4;-5.49;5;0.33
62.9;-4;-5.52;5;0.32
62.9;-4;-5.55;5;0.35
62.9;-4;-5.58;5;0.27
62.9;-4;-5.61;5;0.26
